Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-February-2019,455.00,455.00,444.50,446.55,448.264414427278179170,35017,696,15696875.00,8992,25.68,10.50,-8.45
11-February-2019,452.65,452.65,442.20,448.55,446.283294258263228060,43506,796,19416001.00,8319,19.12,10.45,-4.10
8-February-2019,459.05,463.90,448.50,451.10,456.474120668868270692,95385,1335,43540784.00,13339,13.98,15.40,-7.95
7-February-2019,455.00,461.50,453.10,458.75,457.867496277747698971,118208,1595,54123601.00,39546,33.45,8.40,3.75
6-February-2019,454.00,454.00,448.00,452.80,451.529884942969567166,80308,1242,36261462.00,21487,26.76,6.00,-1.20
5-February-2019,452.00,452.70,444.40,447.75,447.815448740688187300,124036,1593,55545237.00,17688,14.26,8.30,-4.25
4-February-2019,450.10,458.00,443.75,447.25,450.988586601420766546,143866,2149,64881924.00,21874,15.20,14.25,-2.85
1-February-2019,450.00,456.00,441.75,451.80,450.379486996412187851,392161,5935,176621270.00,67470,17.20,14.25,1.80
31-January-2019,433.00,447.80,427.65,443.25,437.986671958486026799,571952,7787,250507353.00,71870,12.57,20.15,10.25
30-January-2019,427.70,432.00,424.05,430.85,429.046064690947593729,87833,1497,37684403.00,14141,16.10,7.95,3.15
29-January-2019,427.35,427.35,418.20,424.25,422.005272506048697257,71503,1225,30174643.00,17062,23.86,9.15,-3.10
28-January-2019,431.60,431.60,422.55,426.80,426.720033465165804685,65740,929,28052575.00,14274,21.71,9.05,-4.80
25-January-2019,434.55,438.00,428.00,429.60,433.271874647940215554,106516,1602,46150387.00,23380,21.95,10.00,-4.95
24-January-2019,428.10,433.60,427.10,430.25,430.038955796272623292,44589,963,19175007.00,14590,32.72,6.50,2.15
23-January-2019,433.00,435.65,428.60,430.05,433.183476043935867251,522853,2102,226491280.00,404456,77.36,7.05,-2.95
22-January-2019,429.45,433.45,423.25,432.80,428.845747054037739810,76206,1284,32680619.00,16410,21.53,10.20,3.35
21-January-2019,425.00,433.40,424.75,427.35,429.855204293076882206,94105,1363,40451524.00,19491,20.71,8.65,2.35
18-January-2019,420.90,426.50,419.10,424.05,422.333282143816946289,52094,1189,22001030.00,11858,22.76,7.40,3.15
17-January-2019,425.10,426.15,417.75,420.20,422.833755671902268760,286500,1120,121141871.00,38304,13.37,8.40,-4.90
16-January-2019,426.40,427.45,419.25,423.80,421.825491960758031263,313338,1887,132173956.00,49883,15.92,8.20,-2.60
15-January-2019,435.20,438.35,423.95,426.40,428.997976384406018232,296499,1867,127197471.00,188293,63.51,14.40,-8.80
14-January-2019,425.65,435.50,420.90,433.45,428.772045994408358033,142713,1883,61191345.00,38908,27.26,14.60,7.80
11-January-2019,422.05,422.45,419.00,421.85,420.778653894827015555,51363,578,21612454.00,11336,22.07,3.45,-0.20
10-January-2019,426.90,426.90,418.65,421.35,421.067544193955029169,68222,962,28726070.00,22899,33.57,8.25,-5.55
9-January-2019,419.90,426.70,417.30,421.05,421.297697809251082678,141778,2220,59730745.00,34723,24.49,9.40,1.15
8-January-2019,421.00,422.30,414.50,417.50,418.107029934710302632,48706,1637,20364321.00,18479,37.94,7.80,-3.50
7-January-2019,422.70,425.70,418.80,421.00,422.243086529884032114,82954,1562,35026753.00,23167,27.93,6.90,-1.70
4-January-2019,424.70,425.00,416.80,419.75,420.140242816961583650,112348,1528,47201916.00,22892,20.38,8.20,-4.95
3-January-2019,415.90,425.85,414.00,421.90,422.636063712251411735,130336,1598,55084694.00,15283,11.73,11.85,6.00
2-January-2019,424.95,425.20,411.20,416.00,419.230625648806196598,200368,2503,84000402.00,29257,14.60,14.00,-8.95
1-January-2019,434.35,434.35,422.05,422.55,426.440263052912803278,82721,1227,35275565.00,18701,22.61,12.30,-11.80
31-December-2018,431.00,440.00,428.80,431.00,434.732754640317665527,86632,1191,37661768.00,18327,21.16,11.20,0.00
28-December-2018,431.00,437.00,428.95,433.90,434.319337624470484678,90885,1376,39473113.00,19600,21.57,8.05,2.90
27-December-2018,426.00,431.50,422.80,429.75,428.326224973357821463,88206,1344,37780943.00,14136,16.03,8.70,3.75
26-December-2018,426.80,429.55,414.45,423.15,423.074983511994408843,203178,2934,85959529.00,25665,12.63,15.10,-3.65
24-December-2018,439.00,441.20,424.00,426.00,429.967140623996231182,93398,1808,40158071.00,18537,19.85,17.20,-13.00
21-December-2018,444.20,448.40,434.20,437.25,441.107970396949988786,111475,2551,49172511.00,25667,23.02,14.20,-6.95
20-December-2018,453.00,455.75,440.00,443.50,445.003079886944067732,157798,2583,70220596.00,38361,24.31,15.75,-9.50
19-December-2018,444.90,458.50,444.90,456.75,453.922991226848628324,143620,2344,65192420.00,35252,24.55,13.60,11.85
18-December-2018,443.30,445.00,437.70,443.05,440.972010830382748289,62417,1179,27524150.00,13094,20.98,7.30,-0.25
17-December-2018,445.55,448.20,439.20,442.75,444.518428320209815142,165479,2270,73558465.00,27747,16.77,9.00,-2.80
14-December-2018,428.00,444.55,428.00,442.40,439.249067223844956612,187612,3203,82408396.00,41867,22.32,16.55,14.40
13-December-2018,433.00,440.35,430.90,433.50,436.190176824662559993,213149,3019,92973500.00,43920,20.61,9.45,0.50
12-December-2018,414.00,432.00,414.00,430.05,424.713733099416654784,322622,4505,137021994.00,55341,17.15,18.00,16.05
11-December-2018,399.20,416.00,396.05,412.90,408.967780113405521895,113222,1835,46304150.00,10686,9.44,19.95,13.70
10-December-2018,405.00,410.15,402.50,404.60,406.100532653793433363,108701,2540,44143534.00,28038,25.79,7.65,-0.40
7-December-2018,402.00,413.80,402.00,411.00,407.355161488987511348,157503,1983,64159660.00,41644,26.44,11.80,9.00
6-December-2018,407.80,407.85,395.70,400.50,400.475254769038044216,721634,1652,288996560.00,626836,86.86,12.15,-7.30
5-December-2018,409.40,412.65,402.50,410.20,409.044566270233566000,100143,1372,40962950.00,10426,10.41,10.15,0.80
4-December-2018,413.30,415.90,405.05,409.25,409.460124048336707863,109151,1517,44692982.00,30137,27.61,10.85,-4.05
3-December-2018,412.95,417.90,408.40,413.30,413.347524045596386943,124659,1619,51527489.00,17017,13.65,9.50,0.35
30-November-2018,415.00,419.00,407.30,410.60,411.137826150688947522,81864,1519,33657387.00,16712,20.41,11.70,-4.40
29-November-2018,415.00,420.75,411.75,413.55,415.582728431789205269,176475,2217,73339962.00,26180,14.83,9.00,-1.45
28-November-2018,423.80,426.20,413.50,415.05,420.437802979764287302,134910,2048,56721264.00,21974,16.29,12.70,-8.75
27-November-2018,419.00,422.30,413.50,419.50,418.062694047580303967,153635,2086,64229062.00,21068,13.71,8.80,0.50
26-November-2018,403.90,419.75,399.90,418.60,414.140295696872534799,392970,3965,162744712.00,172247,43.83,19.85,14.70
22-November-2018,401.00,405.95,398.00,399.85,401.891145247523226969,64903,1099,26083941.00,13202,20.34,7.95,-1.15
21-November-2018,395.15,403.20,395.15,400.40,400.511594631164751077,64297,831,25751694.00,8312,12.93,8.05,5.25
20-November-2018,408.00,408.00,393.00,394.45,399.632942071417830575,113053,1481,45179703.00,29942,26.48,15.00,-13.55
19-November-2018,396.40,409.00,393.50,407.50,402.373286373319044943,153038,2567,61578403.00,32441,21.20,15.50,11.10
16-November-2018,391.00,395.90,388.90,394.55,393.140193969084108437,151055,2150,59385792.00,33143,21.94,7.00,3.55
15-November-2018,379.30,390.00,375.50,388.90,385.141297701686868323,166818,3724,64248501.00,75376,45.18,14.50,9.60
14-November-2018,371.50,380.90,369.05,378.75,377.055254772945107893,115809,1746,43666392.00,37853,32.69,11.85,7.25
13-November-2018,373.30,373.65,366.20,369.40,368.862238110395599193,122523,2255,45194108.00,52277,42.67,7.45,-3.90
12-November-2018,379.00,383.45,372.95,375.40,379.488115115471924657,106606,1683,40455710.00,27583,25.87,10.50,-3.60
9-November-2018,374.00,378.70,358.90,376.10,373.625116405533086361,147115,2421,54965859.00,36462,24.78,19.80,2.10
7-November-2018,367.00,370.35,367.00,369.50,369.307214387901083180,24465,501,9035101.00,14135,57.78,3.35,2.50
6-November-2018,367.00,368.50,364.10,365.50,365.608316488593704880,225095,1332,82296604.00,174105,77.35,4.40,-1.50
5-November-2018,372.00,373.40,362.90,366.45,366.787913210032446541,165503,2810,60704500.00,46742,28.24,10.50,-5.55
2-November-2018,372.00,375.00,365.50,369.95,370.606107603739073997,237278,6118,87936676.00,47219,19.90,9.50,-2.05
1-November-2018,387.75,387.75,369.40,370.70,374.010539250574458875,344237,5384,128748266.00,99325,28.85,18.35,-17.05
31-October-2018,403.95,403.95,381.25,385.40,390.088404258506954105,467206,7806,182251643.00,82175,17.59,22.70,-18.55
30-October-2018,409.00,409.05,388.40,394.90,393.676281555880923006,355837,6500,140084587.00,80017,22.49,20.65,-14.10
29-October-2018,402.00,416.45,400.20,409.00,410.263908037901873139,113873,1925,46717982.00,18808,16.52,16.25,7.00
26-October-2018,399.85,405.00,395.00,397.35,400.269901375867527091,82130,1626,32874167.00,9470,11.53,10.00,-2.50
25-October-2018,406.00,408.75,396.00,398.40,400.016838851378833482,98344,1430,39339256.00,10172,10.34,12.75,-7.60
24-October-2018,404.00,408.65,400.65,404.25,404.184368292502405447,67555,1280,27304675.00,14373,21.28,8.00,0.25
23-October-2018,402.30,408.70,396.95,400.50,402.768960440708552975,63171,1218,25443318.00,8901,14.09,11.75,-1.80
22-October-2018,410.00,413.65,402.50,404.75,409.294108631320812553,84819,1735,34715917.00,16501,19.45,11.15,-5.25
19-October-2018,405.00,413.60,400.10,404.35,405.168365526336203552,64455,1128,26115127.00,8013,12.43,13.50,-0.65
17-October-2018,410.00,422.20,400.00,401.75,411.768189813133312384,245041,3183,100900089.00,44383,18.11,22.20,-8.25
16-October-2018,400.00,408.00,398.05,406.15,404.134071321508868348,64048,1174,25883979.00,13830,21.59,9.95,6.15
15-October-2018,409.10,409.15,394.00,397.30,397.645921325501351776,92101,1412,36623587.00,10969,11.91,15.15,-11.80
12-October-2018,395.20,410.65,395.20,407.50,406.108804574986227822,114361,1498,46443009.00,13440,11.75,15.45,12.30
11-October-2018,395.05,396.50,385.05,393.40,391.761157086781508613,119991,2111,47007813.00,24160,20.13,11.45,-1.65
10-October-2018,395.40,410.90,391.60,405.75,402.331034014067756294,147145,1738,59201000.00,16357,11.12,19.30,10.35
9-October-2018,410.00,410.00,383.90,392.50,393.212999651802911632,226883,3909,89213345.00,38329,16.89,26.10,-17.50
8-October-2018,422.00,422.65,405.50,410.55,416.812587029384498166,266433,2108,111052628.00,190578,71.53,17.15,-11.45
5-October-2018,416.00,424.70,404.20,419.95,416.641677926757440321,115452,1811,48102115.00,20068,17.38,20.50,3.95
4-October-2018,422.00,424.50,410.70,415.95,417.071544913461099356,65693,1154,27398681.00,14642,22.29,13.80,-6.05
3-October-2018,444.35,444.35,421.75,426.05,429.311661535854492049,106221,1689,45601914.00,19656,18.50,22.60,-18.30
1-October-2018,425.00,440.75,425.00,438.60,434.512230102086909386,88552,1630,38476927.00,23069,26.05,15.75,13.60
28-September-2018,445.00,445.00,417.60,427.60,427.396703514402313879,126195,3361,53935327.00,30277,23.99,27.40,-17.40
27-September-2018,427.00,440.00,426.90,437.55,434.942788113864966142,60844,1207,26463659.00,7803,12.82,13.10,10.55
26-September-2018,442.00,442.00,433.00,436.40,436.595778621331403335,67703,943,29558844.00,15734,23.24,9.00,-5.60
25-September-2018,428.10,441.00,421.60,438.30,434.602324085817895996,111958,1706,48657207.00,20551,18.36,19.40,10.20
24-September-2018,455.00,455.10,429.70,433.00,439.129230331213817974,210740,1448,92542094.00,147142,69.82,25.40,-22.00
21-September-2018,467.90,468.05,431.00,456.10,451.619729005224105909,109301,1719,49362488.00,16532,15.13,37.05,-11.80
19-September-2018,476.90,476.90,462.75,465.75,468.712515686938507201,100402,1599,47059674.00,19502,19.42,14.15,-11.15
18-September-2018,463.90,474.90,463.00,469.50,467.070845838877027960,581742,4159,271714728.00,446451,76.74,11.90,5.60
17-September-2018,468.00,470.50,454.25,459.90,459.377578861146631938,169697,1633,77954997.00,88150,51.95,16.25,-8.10
14-September-2018,456.00,470.00,456.00,467.65,466.171653345608235343,143382,1574,66840624.00,27849,19.42,14.00,11.65
12-September-2018,445.00,460.70,439.75,453.50,455.409837874911802848,253693,3179,115534288.00,18071,7.12,20.95,8.50
11-September-2018,450.00,454.30,441.95,443.65,449.016689574576867658,301206,2162,135246521.00,225272,74.79,12.35,-6.35
10-September-2018,469.90,469.90,448.05,449.70,460.871653169262723627,700999,2078,323070568.00,623755,88.98,21.85,-20.20
7-September-2018,461.00,469.80,451.15,468.35,458.317896849228786125,955766,2488,438044663.00,834319,87.29,18.65,7.35
6-September-2018,457.15,465.20,449.30,454.40,453.578197478906698764,692874,5337,314272540.00,598264,86.35,15.90,-2.75
5-September-2018,448.75,460.90,446.35,455.45,454.856925974122152749,189042,3061,85987063.00,50554,26.74,14.55,6.70
4-September-2018,468.00,468.00,444.45,447.80,451.668487242994291051,218429,3966,98657496.00,49532,22.68,23.55,-20.20
3-September-2018,479.25,479.90,465.15,466.10,470.197852266625757459,65185,1261,30649847.00,25610,39.29,14.75,-13.15
31-August-2018,481.00,482.25,474.00,479.00,478.383780897376445624,71163,1582,34043225.00,29581,41.57,8.25,-2.00
30-August-2018,477.80,484.00,477.15,479.80,480.586604823333965146,89689,1651,43103332.00,33963,37.87,6.85,2.00
29-August-2018,488.45,488.45,476.95,477.80,481.594458136509892517,58428,970,28138601.00,19827,33.93,11.50,-10.65
28-August-2018,483.95,488.95,481.00,485.70,486.068472340076095584,146132,1991,71030158.00,62545,42.80,7.95,1.75
27-August-2018,474.50,490.70,474.50,481.60,484.175568357619601891,203613,2909,98584440.00,36582,17.97,16.20,7.10
24-August-2018,484.00,484.05,474.05,475.75,478.560391616566466265,143712,2318,68774871.00,49636,34.54,10.00,-8.25
23-August-2018,463.05,489.10,463.05,484.80,481.062830093441835842,649816,8681,312602324.00,188934,29.08,26.05,21.75
21-August-2018,453.75,461.60,451.80,458.95,457.527783715121498409,163747,2198,74918802.00,99300,60.64,9.80,5.20
20-August-2018,457.80,457.80,448.55,453.75,452.153657893745999472,79677,1158,36026247.00,30130,37.82,9.25,-4.05
17-August-2018,450.00,457.95,444.30,455.45,451.969456301168567629,114328,1865,51672764.00,20355,17.80,13.65,5.45
16-August-2018,453.00,455.75,443.10,444.90,449.764656419225723991,178386,2747,80231718.00,60626,33.99,12.65,-8.10
14-August-2018,441.80,453.75,441.45,452.90,449.078264637658994162,196155,4755,88088947.00,83722,42.68,12.30,11.10
13-August-2018,441.30,444.35,438.45,441.00,442.125912423895552348,482232,434,213207263.00,471027,97.68,5.90,-0.30
10-August-2018,444.70,444.70,439.90,441.45,442.031383555527205460,15677,359,6929726.00,4863,31.02,4.80,-3.25
9-August-2018,445.00,445.90,441.00,444.70,443.695045156085426797,44623,887,19799004.00,13760,30.84,4.90,-0.30
8-August-2018,445.50,446.50,441.75,445.00,444.355719082660570122,111976,1367,49757176.00,29141,26.02,4.75,-0.50
7-August-2018,435.10,443.80,435.10,441.90,440.702150908106511788,203170,2403,89537456.00,69718,34.32,8.70,6.80
6-August-2018,439.00,442.55,433.80,435.00,438.520963843259098072,713228,1373,312765430.00,609123,85.40,8.75,-4.00
3-August-2018,422.00,441.30,422.00,436.40,435.443112642881177922,196142,2772,85408683.00,50913,25.96,19.30,14.40
2-August-2018,431.10,436.20,425.85,428.70,430.156769654781209344,162187,2912,69765836.00,56579,34.89,10.35,-2.40
1-August-2018,424.30,438.35,423.35,430.90,431.389028945957898641,490673,7643,211670949.00,59402,12.11,15.00,6.60
31-July-2018,397.00,428.60,385.00,420.25,409.582111555341398934,1151805,14944,471758724.00,167717,14.56,43.60,23.25
30-July-2018,390.00,395.90,384.50,392.90,390.537796883702994901,140038,1773,54690132.00,48969,34.97,11.40,2.90
27-July-2018,374.90,387.50,374.80,385.40,383.644365344270506172,730719,3133,280336227.00,500509,68.50,12.70,10.50
26-July-2018,371.45,375.10,371.45,372.90,373.813124564424810362,347242,737,129803617.00,305168,87.88,3.65,1.45
25-July-2018,373.95,377.25,370.10,371.30,374.472331944519596702,443544,1934,166094956.00,369841,83.38,7.15,-2.65
24-July-2018,374.40,375.15,371.50,373.50,374.479479509840020430,1648523,3457,617338035.00,1595194,96.77,3.65,-0.90
23-July-2018,375.00,376.90,372.00,373.25,373.959949290737029527,1019932,2015,381413719.00,889371,87.20,4.90,-1.75
20-July-2018,375.00,376.65,370.25,373.10,373.770002495632642874,120210,750,44930892.00,81873,68.11,6.40,-1.90
19-July-2018,374.00,379.35,372.85,374.80,377.335088849405507695,423807,2146,159917252.00,350111,82.61,6.50,0.80
18-July-2018,377.35,381.40,371.30,373.60,376.348066854611357229,79456,1511,29903112.00,20597,25.92,10.10,-3.75
17-July-2018,369.90,379.20,369.30,378.00,376.353788835564536499,79180,1613,29799693.00,30114,38.03,9.90,8.10
16-July-2018,375.00,376.85,366.00,367.90,371.749995349269835364,107510,1533,39966842.00,70399,65.48,10.85,-7.10
13-July-2018,378.30,380.55,375.50,376.00,376.920021249978578650,116706,1075,43988828.00,69550,59.59,5.05,-2.30
12-July-2018,380.00,382.80,376.50,378.00,378.643327338593788990,116213,939,44003277.00,76690,65.99,6.30,-2.00
11-July-2018,376.00,382.40,376.00,378.60,379.381093057607090103,130661,1158,49570313.00,79681,60.98,6.40,2.60
10-July-2018,375.25,380.50,375.20,376.05,377.115486970985030493,162330,2252,61217157.00,102170,62.94,5.30,0.80
9-July-2018,371.50,379.30,371.30,375.05,375.410423592391149043,209966,3039,78823425.00,135256,64.42,8.00,3.55
6-July-2018,376.05,379.30,369.00,369.90,372.420075541001784569,230868,2418,85979878.00,99678,43.18,10.30,-6.15
5-July-2018,382.00,383.00,375.40,376.10,376.469500279518930605,404266,1454,152193819.00,262461,64.92,7.60,-5.90
4-July-2018,383.00,385.00,378.15,380.05,380.844362070442005847,81741,1103,31130599.00,13229,16.18,6.85,-2.95
3-July-2018,385.00,387.80,381.50,384.20,383.993698237603233584,171698,3024,65930950.00,98002,57.08,6.30,-0.80
2-July-2018,392.00,392.00,382.00,383.05,387.077304680078529057,94742,919,36672478.00,26974,28.47,10.00,-8.95
29-June-2018,394.00,394.00,386.60,390.90,389.888363123049088414,50297,1105,19610215.00,10559,20.99,7.40,-3.10
28-June-2018,395.50,397.25,385.85,388.35,389.971828277486659295,62403,1608,24335412.00,18470,29.60,11.40,-7.15
27-June-2018,390.00,395.00,385.45,392.20,392.532355654729976183,93214,1472,36589511.00,18241,19.57,9.55,2.20
26-June-2018,383.10,387.00,383.10,386.15,385.400068848790843110,34859,566,13434661.00,11030,31.64,3.90,3.05
25-June-2018,384.10,387.00,382.15,384.05,384.153464096304402727,11879,308,4563359.00,4502,37.90,4.85,-0.05
22-June-2018,384.90,389.55,381.35,385.50,384.732779754843811783,12645,308,4864946.00,3706,29.31,8.20,0.60
21-June-2018,379.80,386.95,379.65,385.80,383.317529423021720409,20902,303,8012103.00,7372,35.27,7.30,6.00
20-June-2018,379.60,384.10,378.40,379.50,382.052677487864077669,52736,855,20147930.00,10349,19.62,5.70,-0.10
19-June-2018,385.95,388.85,377.00,379.25,381.652226895711309406,25439,1030,9708851.00,8884,34.92,11.85,-6.70
18-June-2018,383.90,389.45,382.70,386.30,387.027138027991027706,31653,802,12250570.00,10741,33.93,6.75,2.40
15-June-2018,387.50,387.50,381.00,383.40,383.227539032545013956,32601,2447,12493601.00,17747,54.44,6.50,-4.10
14-June-2018,389.50,389.80,382.40,386.95,385.811580217129071170,20725,1433,7995945.00,7246,34.96,7.40,-2.55
13-June-2018,387.00,390.00,385.70,388.25,388.223936170212765957,48880,1205,18976386.00,19965,40.84,4.30,1.25
12-June-2018,387.95,389.00,385.35,386.70,386.989294905760351222,528440,1200,204500623.00,510042,96.52,3.65,-1.25
11-June-2018,383.50,388.90,383.05,386.05,386.593381260047926714,65934,1109,25489648.00,13364,20.27,5.85,2.55
8-June-2018,383.10,384.20,380.50,382.10,381.849225006972944973,25097,523,9583270.00,10333,41.17,3.70,-1.00
7-June-2018,380.00,385.00,378.60,384.05,382.953904092392668842,59745,1662,22879581.00,14902,24.94,6.40,4.05
6-June-2018,381.45,385.55,375.40,378.10,382.080212869263989402,1561146,2624,596482996.00,1493959,95.70,10.15,-3.35
5-June-2018,385.50,387.30,379.40,381.10,382.927591174463568124,26378,1438,10100864.00,9673,36.67,7.90,-4.40
4-June-2018,391.50,391.50,381.35,384.10,386.315934065934065934,27664,527,10687044.00,8393,30.34,10.15,-7.40
1-June-2018,383.75,391.95,382.85,386.65,387.202775306884895925,56210,1288,21764668.00,14128,25.13,9.10,2.90
31-May-2018,382.00,386.00,381.15,383.75,383.707994579945799457,50184,1075,19256002.00,19013,37.89,4.85,1.75
30-May-2018,385.50,389.20,380.50,381.30,385.523991550145860577,79528,1200,30659952.00,19083,24.00,8.70,-4.20
29-May-2018,378.85,386.65,375.50,384.75,382.080601269923545419,69453,827,26536644.00,12814,18.45,11.15,5.90
28-May-2018,380.00,382.65,375.75,378.30,379.028562136787183801,70723,993,26806037.00,12336,17.44,6.90,-1.70
25-May-2018,364.00,379.90,364.00,378.35,375.379878806712243629,64360,1827,24159449.00,13317,20.69,15.90,14.35
24-May-2018,379.00,379.00,366.80,370.15,370.517077276700443523,30889,1030,11444902.00,9980,32.31,12.20,-8.85
23-May-2018,375.00,377.45,367.00,368.10,371.388251717625160813,36533,804,13567927.00,9360,25.62,10.45,-6.90
22-May-2018,372.40,375.50,366.20,374.85,370.881887338279806069,74666,1973,27692267.00,15051,20.16,9.30,2.45
21-May-2018,378.00,378.00,370.20,372.30,374.026642140865127870,67412,1904,25213884.00,15608,23.15,7.80,-5.70
18-May-2018,370.05,375.00,367.90,375.00,374.930705548879011158,2062777,1204,773398436.00,2009173,97.40,7.10,4.95
17-May-2018,376.85,378.45,369.40,371.30,374.363260504783157749,57807,1329,21640817.00,18502,32.01,9.05,-5.55
16-May-2018,368.70,378.85,368.30,374.20,371.600918130036812257,643264,3005,239037493.00,514281,79.95,10.55,5.50
15-May-2018,372.00,377.30,368.10,370.30,371.286581392542536502,82870,1424,30768519.00,19357,23.36,9.20,-1.70
14-May-2018,366.05,372.00,364.40,370.25,369.304346536122237056,33705,560,12447403.00,6369,18.90,7.60,4.20
11-May-2018,369.00,370.00,365.00,366.60,367.104179362991949193,31177,525,11445207.00,11197,35.91,5.00,-2.40
10-May-2018,374.00,374.00,366.00,367.70,369.469872284685078048,36644,1524,13538854.00,18303,49.95,8.00,-6.30
9-May-2018,369.10,369.95,365.10,368.40,367.418820390307467965,32231,848,11842276.00,10016,31.08,4.85,-0.70
8-May-2018,372.00,376.00,368.75,370.10,370.461903563941299790,59625,1461,22088791.00,26366,44.22,7.25,-1.90
7-May-2018,371.25,374.50,366.95,368.05,368.169792751874621678,485698,695,178819332.00,467451,96.24,7.55,-3.20
4-May-2018,371.00,375.00,367.25,370.95,370.525555735842933636,36978,603,13701294.00,11608,31.39,7.75,-0.05
3-May-2018,371.80,374.15,367.90,369.45,370.969293042082490055,28658,651,10631238.00,8913,31.10,6.25,-2.35
2-May-2018,378.00,382.30,367.70,371.35,374.430639113235536508,291216,3835,109040193.00,80461,27.63,14.60,-6.65
30-April-2018,369.00,371.70,367.55,369.70,368.828458199660313266,68887,1351,25407486.00,26843,38.97,4.15,0.70
27-April-2018,357.85,368.70,357.85,366.40,364.639803220035778175,67080,1288,24460038.00,19577,29.18,10.85,8.55
26-April-2018,359.45,363.50,357.15,357.85,359.760137268359643102,36425,723,13104263.00,9734,26.72,6.35,-1.60
25-April-2018,356.00,360.80,356.00,358.00,358.210275062514207774,17596,379,6303068.00,4456,25.32,4.80,2.00
24-April-2018,358.50,363.50,356.00,356.85,360.650734619787614873,158109,2943,57022127.00,63334,40.06,7.50,-1.65
23-April-2018,353.95,362.40,353.95,357.45,357.903040749125334430,38872,784,13912407.00,11235,28.90,8.45,3.50
20-April-2018,357.00,357.70,353.05,354.20,354.628333590257437952,19461,423,6901422.00,6532,33.56,4.65,-2.80
19-April-2018,358.80,362.30,356.15,357.25,358.429474079476606899,138481,1708,49635672.00,49628,35.84,6.15,-1.55
18-April-2018,345.00,356.90,345.00,355.30,353.371815782721841439,109132,1658,38564173.00,20235,18.54,11.90,10.30
17-April-2018,344.90,345.60,341.70,343.35,343.980142056822729091,19992,338,6876851.00,5360,26.81,3.90,-1.55
16-April-2018,341.00,345.00,340.50,343.40,343.073041721145845714,16826,305,5772547.00,4778,28.40,4.50,2.40
13-April-2018,348.00,348.00,340.00,341.00,342.618040491684743311,22128,458,7581452.00,7650,34.57,8.00,-7.00
12-April-2018,344.55,347.00,342.60,345.40,345.382694856041440790,33204,901,11468087.00,12554,37.81,4.40,0.85
11-April-2018,342.00,345.00,336.90,343.75,342.527539912917271407,27560,686,9440059.00,9779,35.48,8.10,1.75
10-April-2018,342.00,342.30,336.00,337.10,338.434214889736362129,24124,835,8164387.00,10569,43.81,6.30,-4.90
9-April-2018,343.15,345.40,340.20,341.40,342.332101561568720944,25167,645,8615472.00,7760,30.83,5.20,-1.75
6-April-2018,337.35,344.00,337.35,342.30,342.152240679713946241,44607,782,15262385.00,9300,20.85,6.65,4.95
5-April-2018,338.00,338.90,335.65,336.60,336.821178290077811608,20691,833,6969167.00,8410,40.65,3.25,-1.40
4-April-2018,337.80,341.10,334.50,335.35,338.292362379337333681,30664,828,10373397.00,10127,33.03,6.60,-2.45
3-April-2018,335.00,338.50,334.00,337.05,336.640060793459462292,38162,870,12846858.00,11512,30.17,4.50,2.05
2-April-2018,327.00,337.20,327.00,335.35,333.556577385144789004,49693,1316,16575427.00,14179,28.53,10.20,8.35
28-March-2018,324.50,333.75,322.70,327.00,328.656559016079108116,109521,1167,35994795.00,50385,46.00,11.05,2.50
27-March-2018,318.65,326.90,318.45,324.60,323.556047665762594494,69316,826,22427611.00,28301,40.83,8.45,5.95
26-March-2018,318.25,321.00,314.75,315.30,315.536013687859223247,361196,1286,113970346.00,306658,84.90,6.25,-2.95
23-March-2018,316.95,320.65,312.45,318.25,317.959507389162561576,40600,1588,12909156.00,14782,36.41,8.20,1.30
22-March-2018,323.00,323.85,315.70,317.70,319.721083400051360292,66199,1115,21165216.00,22894,34.58,8.15,-5.30
21-March-2018,320.30,326.00,317.75,322.05,322.947799025214756943,726519,3909,234627712.00,634384,87.32,8.25,1.75
20-March-2018,319.25,321.75,314.95,319.20,316.921551880061898350,99518,1374,31539399.00,66637,66.96,6.80,-0.05
19-March-2018,321.40,325.50,318.00,319.65,319.842527033759745135,142507,2480,45579799.00,82076,57.59,7.50,-1.75
16-March-2018,324.60,326.50,320.40,321.40,323.284475714934180662,22030,520,7121957.00,8098,36.76,6.10,-3.20
15-March-2018,322.00,327.25,322.00,324.90,325.192577846223190474,26623,386,8657602.00,10867,40.82,5.25,2.90
14-March-2018,320.10,326.55,320.00,324.70,324.753893278369403412,34932,527,11344303.00,12433,35.59,6.55,4.60
13-March-2018,327.40,333.00,324.45,325.20,326.550230107787331960,66056,1474,21570602.00,32024,48.48,8.55,-2.20
12-March-2018,330.00,333.25,327.00,327.15,327.926920706655710764,97360,969,31926965.00,71361,73.30,6.25,-2.85
9-March-2018,328.50,335.10,324.75,326.80,330.262698308146865649,159411,3550,52647507.00,45313,28.43,10.35,-1.70
8-March-2018,325.00,328.70,319.05,325.00,324.981849302445587069,3038616,985,987495047.00,3007324,98.97,9.65,0.00
7-March-2018,323.00,326.60,321.00,323.30,324.390673974008834796,54557,1242,17697782.00,17080,31.31,5.60,0.30
6-March-2018,328.00,329.15,321.05,322.35,325.817963368398568911,18727,345,6101593.00,6607,35.28,8.10,-5.65
